Image_urls,#PAGE_URL,Domain,Title,Review,Complaint,Emotion,Sentiment,first_url,EmotionLabel,TitleText,ReviewText,ImageName
https://images-na.ssl-images-amazon.com/images/I/71iKaijP+YL._SY88.jpg,https://www.amazon.in/Tygot-Adjustable-Aluminium-Tripod-Bracket/product-reviews/B07P8LDZJ5/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=3,Electronics,Value for Money,\n This product is good and best at this 499 prize. Good for the photos and online conference. This product have good quality stand with flexibility to adjust height and also to adjust level of camera or mobile.\n\nI am recommending this product to everyone due to best quality and Innovative product at this prize.\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/71iKaijP+YL._SY88.jpg,3,value for money,\ n this product is good and best at this 499 prize . good for the photos and online conference . this product have good quality stand with flexibility to adjust height and also to adjust level of camera or mobile . \ n \ ni am recommending this product to everyone due to best quality and innovative product at this prize . \ n,2601.jpg
https://images-na.ssl-images-amazon.com/images/I/61QsgLJFlJL._SY88.jpg,https://www.amazon.in/Harpa-GR5320A-CREAM-Women-Top/product-reviews/B07TMHKXJ7/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,Happy,\n Love this tops. Apreciate to received this product as expected.\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/61QsgLJFlJL._SY88.jpg,3,happy,\ n love this tops . apreciate to received this product as expected . \ n,1648.jpg
https://images-na.ssl-images-amazon.com/images/I/71h5Q1FjdpL._SY88.jpg,https://www.amazon.in/Sportneer-Underwear-Anti-Slip-Resistant-Properties/product-reviews/B08Q7G14MG/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,For frequent riders a must have buy.,"\n I'm a regular rider, both in bicycle and enfield. Enfield i drive nearly 250kms every week and bicycle around 20~30kms. Because of this I usually get tail bone pain. I have been using this shorts for nearly 4 days and covered nearly 200kms in a day for ride. Feeling was amazing. Not only that I didnt get any tail bone pain, but also I was very comfortable throughout the ride. In bicycle I'm yet to have a long ride. But from the average rides I had so far I'm very comfortable there also. Make sure u get the right size for the best experience. My waist size is 32, I got large size which is very comfortable. Quick delivery too.\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/71h5Q1FjdpL._SY88.jpg,3,for frequent riders a must have buy .,"\ n i 'm a regular rider , both in bicycle and enfield . enfield i drive nearly 250kms every week and bicycle around 20 ~ 30kms . because of this i usually get tail bone pain . i have been using this shorts for nearly 4 days and covered nearly 200kms in a day for ride . feeling was amazing . not only that i didnt get any tail bone pain , but also i was very comfortable throughout the ride . in bicycle i 'm yet to have a long ride . but from the average rides i had so far i 'm very comfortable there also . make sure u get the right size for the best experience . my waist size is 32 , i got large size which is very comfortable . quick delivery too . \ n",1762.jpg
https://images-na.ssl-images-amazon.com/images/I/61eqAWjT7yL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/713FcXkbBaL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71cychXVuSL._SY88.jpg,https://www.amazon.in/Tygot-Adjustable-Aluminium-Tripod-Bracket/product-reviews/B07P8LDZJ5/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Electronics,Don't go with the price. Cheap quality,"\n Well... I went with the price and some reviews going gaga over the tripod. Not even a month after buying and the quality of the tripod turned out to be a roadside one.\n\nThe plastic used is of cheap quality and easily\nbearkable .\n\nI have a one plus 6T the tripod couldn't even bear the weight of the phone and falls down. The bols are pathetic and all broken.\n\nOverall, a complete waste of money.\n",1,sadness,0,https://images-na.ssl-images-amazon.com/images/I/61eqAWjT7yL._SY88.jpg,4,do n't go with the price . cheap quality,"\ n well . . . i went with the price and some reviews going gaga over the tripod . not even a month after buying and the quality of the tripod turned out to be a roadside one . \ n \ nthe plastic used is of cheap quality and easily \ nbearkable . \ n \ ni have a one plus 6t the tripod could n't even bear the weight of the phone and falls down . the bols are pathetic and all broken . \ n \ noverall , a complete waste of money . \ n",2585.jpg
https://images-na.ssl-images-amazon.com/images/I/71XEfDPLFkL._SY88.jpg,https://www.amazon.in/Zebronics-Transformer-Gaming-Multimedia-Keyboard/product-reviews/B07BRKK9JQ/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Electronics,Good Product!!,\n The product is very good ..... Elite keyboard under fair price .....\n\nBut the MRP isn't 2599... But it is 1599 (as shown behind the box).\n,0,happiness,1,https://images-na.ssl-images-amazon.com/images/I/71XEfDPLFkL._SY88.jpg,3,good product ! !,\ n the product is very good . . . elite keyboard under fair price . . . \ n \ nbut the mrp is n't 2599 . . . but it is 1599 ( as shown behind the box ) . \ n,2987.jpg
https://images-na.ssl-images-amazon.com/images/I/41rAyMkA80L._SY88.jpg,https://www.amazon.in/Fire-Boltt-Battery-Compatible-Android-Tracking/product-reviews/B08L13YPGZ/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=3,Fashion,Looks good and just received,"\n I have used for 2 days and it seems good. But unlike other bands of watch I have used, this lacks the feature to select which apps I want to receive notification. Option is available for most common apps like FB, WhatsApp and so on..but for other apps like email app, linkedin and so one there is no option to select. It says OTHERS and by default all apps are selected. This is a drawback. Not sure about battery. I use it only for time and call notification, no other features and after using for 2 days the battery was 94%. So I am assuming if I use all features the battery should go for about 5 days.\n",0,happiness,1,https://images-na.ssl-images-amazon.com/images/I/41rAyMkA80L._SY88.jpg,3,looks good and just received,"\ n i have used for 2 days and it seems good . but unlike other bands of watch i have used , this lacks the feature to select which apps i want to receive notification . option is available for most common apps like fb , whatsapp and so on . . but for other apps like email app , linkedin and so one there is no option to select . it says others and by default all apps are selected . this is a drawback . not sure about battery . i use it only for time and call notification , no other features and after using for 2 days the battery was 94 % . so i am assuming if i use all features the battery should go for about 5 days . \ n",1840.jpg
https://images-na.ssl-images-amazon.com/images/I/81QXheX5+7L._SY88.jpg,https://www.amazon.in/Complete-Novels-Sherlock-Holmes/product-reviews/8175994312/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Books,Must Buy!!,"\n Delivery on time . Condition of book was amazing.pages are good.and the story in the book is addictive.every time you read , you love the book more and more!!\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/81QXheX5+7L._SY88.jpg,3,must buy ! !,"\ n delivery on time . condition of book was amazing . pages are good . and the story in the book is addictive . every time you read , you love the book more and more ! ! \ n",684.jpg
https://images-na.ssl-images-amazon.com/images/I/811Fm-0rb0L._SY88.jpg,https://www.amazon.in/Nikon-Nikkor-18-55mm-3-5-5-6G-Memory/product-reviews/B07GWKDLGT/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=5,Electronics,Didnt get memory card,"\n As per the product details, Memory Card was not included. Its written in box also that 16Gb memory card included. But there was no memory card in the box.\nPicture quality is awesome....\n",1,sadness,1,https://images-na.ssl-images-amazon.com/images/I/811Fm-0rb0L._SY88.jpg,4,didnt get memory card,"\ n as per the product details , memory card was not included . its written in box also that 16gb memory card included . but there was no memory card in the box . \ npicture quality is awesome . . . \ n",3249.jpg
https://images-na.ssl-images-amazon.com/images/I/71ppPbwjU1L._SY88.jpg,https://www.amazon.in/Sportneer-Cycling-Coolmax-Breathable-Absorbent/product-reviews/B08QHM73B4/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,Great comfort. Poor durability.,"\n The shorts fit well and the padding on this is much better than the ones I bought from Decathlon. However, the quality seems questionable with the inner thigh area of the shorts fraying with only 5 rides (&lt;400kms overall). Unfortunately, the return window has ended for me and couldn't request for a replacement.\n\nWould recommend buying one if this is not going to be your only cycling shorts.\n",0,happiness,1,https://images-na.ssl-images-amazon.com/images/I/71ppPbwjU1L._SY88.jpg,3,great comfort . poor durability .,"\ n the shorts fit well and the padding on this is much better than the ones i bought from decathlon . however , the quality seems questionable with the inner thigh area of the shorts fraying with only 5 rides ( < 400kms overall ) . unfortunately , the return window has ended for me and could n't request for a replacement . \ n \ nwould recommend buying one if this is not going to be your only cycling shorts . \ n",1771.jpg
https://images-na.ssl-images-amazon.com/images/I/613I3IAwJHL._SY88.jpg,https://www.amazon.in/Crucial-BX500-240GB-2-5-inch-CT240BX500SSD1/product-reviews/B07G3YNLJB/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=8,Electronics,More than expected,"\n I am very happy with this item. Company says it's read speed upto 560mB/s and I got almost 550mB/s. But after enabling Momentum cache it's speed drastically improved to 3.5gB/s. It's blazingly fast. With my old HDD my laptop takes almost 10 mins to be ready to do work after switching on but after installing this it takes only 15secs. Now my Lenovo Z50-70 is super responsive. No problem at all after 3days of usage. It's comparable with samsung SSD. It's a great deal, value for money.\n",0,surprise,2,https://images-na.ssl-images-amazon.com/images/I/613I3IAwJHL._SY88.jpg,5,more than expected,"\ n i am very happy with this item . company says it 's read speed upto 560mb / s and i got almost 550mb / s . but after enabling momentum cache it 's speed drastically improved to 3 . 5 gb / s . it 's blazingly fast . with my old hdd my laptop takes almost 10 mins to be ready to do work after switching on but after installing this it takes only 15secs . now my lenovo z50 - 70 is super responsive . no problem at all after 3days of usage . it 's comparable with samsung ssd . it 's a great deal , value for money . \ n",3861.jpg
https://images-na.ssl-images-amazon.com/images/I/71V5ntoiEHL._SY88.jpg,https://www.amazon.in/Prestige-Iris-Grinder-Stainless-Juicer/product-reviews/B0756K5DYZ/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Electronics,Do not look the bad reviews it is a good class one... If you really likes just go for it,\n When I went to the thorough research in Google or in you tube I found this product finally and Amazon offering it in best price and in offer of discount too.... After receiving the product I could feel the class and look and the quality... But for each and every product there is a bad review but I thought to give a try it's really cool one... No worries whatever it is Amazon will help with in the return window... After that we can claim warranty.... So based on that thought I purchased this one... Really a cool one people.. just buy this one if you really loves it...\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/71V5ntoiEHL._SY88.jpg,3,do not look the bad reviews it is a good class one . . . if you really likes just go for it,\ n when i went to the thorough research in google or in you tube i found this product finally and amazon offering it in best price and in offer of discount too . . . after receiving the product i could feel the class and look and the quality . . . but for each and every product there is a bad review but i thought to give a try it 's really cool one . . . no worries whatever it is amazon will help with in the return window . . . after that we can claim warranty . . . so based on that thought i purchased this one . . . really a cool one people . . just buy this one if you really loves it . . . \ n,2204.jpg
https://images-na.ssl-images-amazon.com/images/I/C1+-KuLVF6S._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/C1TX2WNktqS._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/C1V1XFoN8-S._SY88.jpg,https://www.amazon.in/Ben-Martin-Quilted-Jacket-BMW-JKT-FS-18012-BLK/product-reviews/B07HN1L6WH/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,Not expected from amazon,\n &nbsp;I have ordered red coloured and received black colored. It's very thin and chain is damaged. Please don't buy it. They will break your trust\n,1,sadness,0,https://images-na.ssl-images-amazon.com/images/I/C1+-KuLVF6S._SY88.jpg,4,not expected from amazon,\ n i have ordered red coloured and received black colored . it 's very thin and chain is damaged . please do n't buy it . they will break your trust \ n,767.jpg
https://images-na.ssl-images-amazon.com/images/I/614SJqqmLYL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61D7q8WwIpL._SY88.jpg,https://www.amazon.in/Stylish-Ultra-Strechable-Lycra-Sports/product-reviews/B08WPSFYMG/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,Stunning product,\n Best quality product and very comfortable???\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/614SJqqmLYL._SY88.jpg,3,stunning product,\ n best quality product and very comfortable ? ? ? \ n,1780.jpg
https://images-na.ssl-images-amazon.com/images/I/61C8hGk0kYL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61QeZzUGFoL._SY88.jpg,https://www.amazon.in/MSI-GTX-1050-4GT-OCV1/product-reviews/B077JR8Q13/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Electronics,Cheap price and Better GPU,"\n Product is awesome and stylish. Purchased for 22K from global store. Which is cheaper than Indian market.\nActual price for the product is around 18K and 3K for import deposit fee and total cost me around 22K. Same product in Indian market provides almost more than 28K. Which you can save up to 6K, if you like save the money.\nFor global store, you will not get warranty inside India. But, if you purchase from a reputed brand, the product will be fine for long life. Can't predict 100% will, 1 or 2 percent will have some issues.\nIf you building up a new PC for gaming, you can use this 6K for some other parts (processor, ram, motherboard...). If you worried about the warranty, better purchase from Indian market.\n\nAnd having good performance, can play the latest games @1080p.\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/61C8hGk0kYL._SY88.jpg,3,cheap price and better gpu,"\ n product is awesome and stylish . purchased for 22k from global store . which is cheaper than indian market . \ nactual price for the product is around 18k and 3k for import deposit fee and total cost me around 22k . same product in indian market provides almost more than 28k . which you can save up to 6k , if you like save the money . \ nfor global store , you will not get warranty inside india . but , if you purchase from a reputed brand , the product will be fine for long life . ca n't predict 100 % will , 1 or 2 percent will have some issues . \ nif you building up a new pc for gaming , you can use this 6k for some other parts ( processor , ram , motherboard . . . ) . if you worried about the warranty , better purchase from indian market . \ n \ nand having good performance , can play the latest games . \ n",3668.jpg
https://images-na.ssl-images-amazon.com/images/I/A11UzEFzYOL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/B17MWYf1zgS._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/B1Z-Bn-39dS._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/C1ytOzfCWYS._SY88.jpg,https://www.amazon.in/Redgear-Cloak-Gaming-Headphones-Microphone/product-reviews/B07T9FV9YP/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Electronics,Great Value For Money!! Budget Players... This Is For You Only!!,"\n &nbsp;Got this just for 899 (Best would be 799!!) though it is a great purchase for me.\n\nBody: Built for this headphone is very good enough. Plastic ear cups, huge cushion, metal frame, RGB Logo, Red colored mic head!! Loving it!\n\nSound: Sound worths Rs 899! Good enough Bass and Treble. Loudness also worths its price. There is controller on the backside of the left ear cup. Controller adjustment is nit so satisfying but it is negligible as we an ootion in your PC or Laptop to adjust volume!\n\nMic: I hope you are not finding a noise cancellation enabled mic in the budget of Rs. 1000. Yes, it does not have such noise cancellation! But if your celling fan is running and you are attending a live meeting (Classes, Seminars..) in that case it would not fetch that fan sound. But in case of recording it would.. slightly!! Just a basic mic!\n\nConnectivity: It has 3 ports. Two Trs connectors (Speaker &amp; Mic Separate) and one usb to power up those RGB lights. You have an option to uplug the usb if you don't want lights. No need of usb connection to get sound and record audio.\n\nOverall it is a great purchase!! Once it was out of stock for 3-4 months later it was available for 899, then i awaited for more 3 months for price drop!! Waiting for 799!! Alas!! This does not happened!! Then bought it for 899!\n\nGo for it! You won't regret!\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/A11UzEFzYOL._SY88.jpg,3,great value for money ! ! budget players . . . this is for you only ! !,"\ n got this just for 899 ( best would be 799 ! ! ) though it is a great purchase for me . \ n \ nbody : built for this headphone is very good enough . plastic ear cups , huge cushion , metal frame , rgb logo , red colored mic head ! ! loving it ! \ n \ nsound : sound worths rs 899 ! good enough bass and treble . loudness also worths its price . there is controller on the backside of the left ear cup . controller adjustment is nit so satisfying but it is negligible as we an ootion in your pc or laptop to adjust volume ! \ n \ nmic : i hope you are not finding a noise cancellation enabled mic in the budget of rs . 1000 . yes , it does not have such noise cancellation ! but if your celling fan is running and you are attending a live meeting ( classes , seminars . . ) in that case it would not fetch that fan sound . but in case of recording it would . . slightly ! ! just a basic mic ! \ n \ nconnectivity : it has 3 ports . two trs connectors ( speaker & mic separate ) and one usb to power up those rgb lights . you have an option to uplug the usb if you do n't want lights . no need of usb connection to get sound and record audio . \ n \ noverall it is a great purchase ! ! once it was out of stock for 3-4 months later it was available for 899 , then i awaited for more 3 months for price drop ! ! waiting for 799 ! ! alas ! ! this does not happened ! ! then bought it for 899 ! \ n \ ngo for it ! you wo n't regret ! \ n",3341.jpg
https://images-na.ssl-images-amazon.com/images/I/C1bIBaWfH4S._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/C1vMI36CJ1S._SY88.jpg,https://www.amazon.in/Aashirvaad-Shudh-Chakki-Atta/product-reviews/B01H5KRD2K/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=5,Edible,Expired product received from Amazon.Kindly give me the atta of current manufacturing date.,\n Expired product of Aashirvaad Atta of 10kg each-2pack of 10kg of 25Aug in which it is clearly mentioned that it is best before three months of packaging.\n,1,anger,0,https://images-na.ssl-images-amazon.com/images/I/C1bIBaWfH4S._SY88.jpg,0,expired product received from amazon . kindly give me the atta of current manufacturing date .,\ n expired product of aashirvaad atta of 10kg each - 2pack of 10kg of 25aug in which it is clearly mentioned that it is best before three months of packaging . \ n,2715.jpg
https://images-na.ssl-images-amazon.com/images/I/71+VwLCtdNL._SY88.jpg,https://www.amazon.in/PAUSE-Cotton-Regular-Fit-X-Large-PASRG03181189-BLK-XL/product-reviews/B07BN7DLRQ/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,Not worthy to buy,"\n Not good\nStitching not good\nCloth worst ,dirty material\n",1,sadness,0,https://images-na.ssl-images-amazon.com/images/I/71+VwLCtdNL._SY88.jpg,4,not worthy to buy,"\ n not good \ nstitching not good \ ncloth worst , dirty material \ n",1569.jpg
https://images-na.ssl-images-amazon.com/images/I/61mD+Elad0L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61mPh+GTEoL._SY88.jpg,https://www.amazon.in/Mi-inches-Ready-Android-Black/product-reviews/B084872DQY/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Electronics,Go for it! Value for Money.,"\n &nbsp;This is quick review after installation for those who are about to buy, will repost if there are other observations.\nTo the point feedback: Dont think further go for it!\n\nPros:\nTV supports netflix and prime video after update, side loading not required (check screen images )\nYouTube after update works flawlessly\nScreen mirroring as expected (minor lag as with all screen mirror apps )\nHD videos works excellent.\n4k videos are a treat to eyes.\nSide loading of apps easy peasy task.\nLow power consumption 4star rated tv.\nAmazon service excellent (delivery &amp; installation) installation team called 4 times to confirm after installation.\n\nCons:\nDedicated mute button missing (can use google assistant to mute by giving voice command).\nRestarts couple of time if software is not updated,wich means without internet it might give some trouble for basic users.\nSound quality can go better with this type of tv.\nGoogle assistant can go a bit better as at times mic doesn't recognise the command.\nSome sideloaded apps not work as expected.\nCould have provided extra memory as its a smart tv and buyer would like to load many apps wich requires extra space.\n\nNOTE: Above is day 1 experience, will share more after some days or if there is anything which requires attention.\n",0,happiness,1,https://images-na.ssl-images-amazon.com/images/I/61mD+Elad0L._SY88.jpg,3,go for it ! value for money .,"\ n this is quick review after installation for those who are about to buy , will repost if there are other observations . \ nto the point feedback : dont think further go for it ! \ n \ npros :\ ntv supports netflix and prime video after update , side loading not required ( check screen images ) \ nyoutube after update works flawlessly \ nscreen mirroring as expected ( minor lag as with all screen mirror apps ) \ nhd videos works excellent . \ n4k videos are a treat to eyes . \ nside loading of apps easy peasy task . \ nlow power consumption 4star rated tv . \ namazon service excellent ( delivery & installation ) installation team called 4 times to confirm after installation . \ n \ ncons :\ ndedicated mute button missing ( can use google assistant to mute by giving voice command ) . \ nrestarts couple of time if software is not updated , wich means without internet it might give some trouble for basic users . \ nsound quality can go better with this type of tv . \ ngoogle assistant can go a bit better as at times mic does n't recognise the command . \ nsome sideloaded apps not work as expected . \ ncould have provided extra memory as its a smart tv and buyer would like to load many apps wich requires extra space . \ n \ nnote : above is day 1 experience , will share more after some days or if there is anything which requires attention . \ n",2616.jpg
https://images-na.ssl-images-amazon.com/images/I/51q2oE7tH7L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/6169npJF91L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71+tBy4nmAL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71NVq53ApCL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81ASDTtcTlL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81jlcOys4HL._SY88.jpg,https://www.amazon.in/MSI-GTX-1050-4GT-OCV1/product-reviews/B077JR8Q13/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Electronics,Ultimate performer,"\n Really ultimate. For now and I think for coming 2-3 years you wouldn't be needing anything else than this GPU. GTA V can be played @60 fps V-Sync on, @1080p resolution at highest settings (literally), which gives us the idea that which games it can play. Runs silent and becomes moderately hot during play. Looks awesome. What is the need for an expensive gpu if this can play hardest games at highest settings.\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/51q2oE7tH7L._SY88.jpg,3,ultimate performer,"\ n really ultimate . for now and i think for coming 2-3 years you would n't be needing anything else than this gpu . gta v can be played fps v-sync on , resolution at highest settings ( literally ) , which gives us the idea that which games it can play . runs silent and becomes moderately hot during play . looks awesome . what is the need for an expensive gpu if this can play hardest games at highest settings . \ n",3666.jpg
https://images-na.ssl-images-amazon.com/images/I/71COaW1zzqL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71ZQ72V2RcL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81w-Y162O1L._SY88.jpg,https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=6&formatType=all_formats,Electronics,Non-Chinese Brand phone for Indians,"\n Camera: 3.8/5\nBattery: 5/5\nUI: 5/5\nFingerprint reader: 4/5\nScreen: 5/5\n\nThe first and foremost reason to buy it is that its not a China brand. Had a Mi phone which stopped working after 7 months had to visit service centre to replace battery which has warranty of 6 months. Charged me Rs.1880 for it. After raise issue to Mi CS atleast they refunded my Rs. 524.\n\nNow, about M31 if you looking for decent phone with Amoled screen and bigger battery this the phone for you.\n\nFor some people not having glass body may feel like a deal breaker but for me whi has used a glass body phone with back cover doesn't feel like much difference, phone is 90% of time in back cover.\n\nCamera id descent for thus price range, won't say the best but gives satisfactory results and quad camera setup many more options to play with.\n\nSamsung needs to upgrade from 9611 processor but still for a user like me it doesn't make any difference.\n\nAny body looking to buy a new phone can wait and buy M31s which has a better charging and screen.\n",0,happiness,1,https://images-na.ssl-images-amazon.com/images/I/71COaW1zzqL._SY88.jpg,3,non-chinese brand phone for indians,"\ n camera : 3 . 8 / 5 \ nbattery : 5/5 \ nui : 5/5 \ nfingerprint reader : 4/5 \ nscreen : 5/5 \ n \ nthe first and foremost reason to buy it is that its not a china brand . had a mi phone which stopped working after 7 months had to visit service centre to replace battery which has warranty of 6 months . charged me rs . 1880 for it . after raise issue to mi cs atleast they refunded my rs . 524 . \ n \ nnow , about m31 if you looking for decent phone with amoled screen and bigger battery this the phone for you . \ n \ nfor some people not having glass body may feel like a deal breaker but for me whi has used a glass body phone with back cover does n't feel like much difference , phone is 90 % of time in back cover . \ n \ ncamera id descent for thus price range , wo n't say the best but gives satisfactory results and quad camera setup many more options to play with . \ n \ nsamsung needs to upgrade from 9611 processor but still for a user like me it does n't make any difference . \ n \ nany body looking to buy a new phone can wait and buy m31s which has a better charging and screen . \ n",2451.jpg
https://images-na.ssl-images-amazon.com/images/I/81-8Uv7VAPL._SY88.jpg,https://www.amazon.in/Crucial-BX500-240GB-2-5-inch-CT240BX500SSD1/product-reviews/B07G3YNLJB/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=4,Electronics,Why to choose Crucial bx500 over samsung evo 860?,"\n No issues while using it but I faced an issue while cloning it with my 1TB HDD (picture attached)..You may get this error while cloning larger HDD with a smaller SSD ..anyway I moved forward with this alert msg and got this done .\nWhy to choose Crucial BX500 Over samsung evo 860 (240GB) ?\n1. Samsung evo 860 is expensive compared to the bx500.\n2.During sale time samsung SSD could come to ₹3300, whereas I bought crucial SSD for ₹2500.\n3.Performace wise you will not notice any difference both's speed are very much similiar. However samsung has some upper hand as far as some benchmarks considered.\n4.The only con of BX 500 over evo 860 is bx500 has 3 years of warranty whereas evo 860 has 5 years of warranty.\n",0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/81-8Uv7VAPL._SY88.jpg,3,why to choose crucial bx500 over samsung evo 860 ?,"\ n no issues while using it but i faced an issue while cloning it with my 1tb hdd ( picture attached ) . . you may get this error while cloning larger hdd with a smaller ssd . . anyway i moved forward with this alert msg and got this done . \ nwhy to choose crucial bx500 over samsung evo 860 ( 240gb ) ? \ n1 . samsung evo 860 is expensive compared to the bx500 . \ n2 . during sale time samsung ssd could come to ₹ 3300 , whereas i bought crucial ssd for ₹ 2500 . \ n3 . performace wise you will not notice any difference both 's speed are very much similiar . however samsung has some upper hand as far as some benchmarks considered . \ n4 . the only con of bx 500 over evo 860 is bx500 has 3 years of warranty whereas evo 860 has 5 years of warranty . \ n",3950.jpg
https://images-na.ssl-images-amazon.com/images/I/81y60xrJBIL._SY88.jpg,https://www.amazon.in/Amayra-Womens-Cotton-Straight-Kurti/product-reviews/B078T9SJJJ/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=1,Fashion,shine and feel comfy,\n I am fond of Amayra kurtas.\nits another one in my fav list.\ncotton and soft in feel.\nprinted.\nlong.\npair it with white palazzo and get ready to rock.\nreasonable price. got in 350 only.\nso appropriate for summers.\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/81y60xrJBIL._SY88.jpg,3,shine and feel comfy,\ n i am fond of amayra kurtas . \ nits another one in my fav list . \ ncotton and soft in feel . \ nprinted . \ nlong . \ npair it with white palazzo and get ready to rock . \ nreasonable price . got in 350 only . \ nso appropriate for summers . \ n,1072.jpg
https://images-na.ssl-images-amazon.com/images/I/C1YzeQcDdDS._SY88.jpg,https://www.amazon.in/Grandmas-Bag-Stories-Sudha-Murty/product-reviews/0143333623/ref=cm_cr_arp_d_viewopt_mdrvw?ie=UTF8&reviewerType=all_reviews&mediaType=media_reviews_only&pageNumber=2,Books,This is an improveing book ...,\n It is awesome have no words for it my daughter loved it thank you so much amazon.....\n,0,happiness,2,https://images-na.ssl-images-amazon.com/images/I/C1YzeQcDdDS._SY88.jpg,3,this is an improveing book . . .,\ n it is awesome have no words for it my daughter loved it thank you so much amazon . . . \ n,187.jpg
